"","region","supplysector","subsector","stub.technology","year","secondary.output","output.ratio"
"1","AH","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"2","AH","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"3","AH","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"4","AH","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"5","BJ","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"6","BJ","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"7","BJ","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"8","BJ","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"9","CQ","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"10","CQ","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"11","CQ","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"12","CQ","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"13","FJ","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"14","FJ","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"15","FJ","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"16","FJ","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"17","GD","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"18","GD","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"19","GD","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"20","GD","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"21","GS","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"22","GS","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"23","GS","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"24","GS","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"25","GX","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"26","GX","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"27","GX","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"28","GX","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"29","GZ","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"30","GZ","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"31","GZ","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"32","GZ","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"33","HA","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"34","HA","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"35","HA","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"36","HA","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"37","HB","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"38","HB","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"39","HB","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"40","HB","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"41","HE","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"42","HE","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"43","HE","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"44","HE","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"45","HI","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"46","HI","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"47","HI","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"48","HI","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"49","HL","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"50","HL","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"51","HL","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"52","HL","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"53","HN","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"54","HN","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"55","HN","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"56","HN","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"57","JL","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"58","JL","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"59","JL","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"60","JL","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"61","JS","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"62","JS","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"63","JS","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"64","JS","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"65","JX","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"66","JX","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"67","JX","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"68","JX","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"69","LN","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"70","LN","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"71","LN","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"72","LN","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"73","NM","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"74","NM","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"75","NM","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"76","NM","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"77","NX","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"78","NX","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"79","NX","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"80","NX","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"81","QH","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"82","QH","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"83","QH","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"84","QH","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"85","SC","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"86","SC","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"87","SC","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"88","SC","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"89","SD","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"90","SD","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"91","SD","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"92","SD","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"93","SH","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"94","SH","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"95","SH","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"96","SH","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"97","SN","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"98","SN","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"99","SN","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"100","SN","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"101","SX","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"102","SX","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"103","SX","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"104","SX","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"105","TJ","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"106","TJ","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"107","TJ","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"108","TJ","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"109","XJ","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"110","XJ","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"111","XJ","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"112","XJ","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"113","YN","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"114","YN","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"115","YN","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"116","YN","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"117","ZJ","base load generation","coal","coal_base_conv pul",1975,"district heat",0
"118","ZJ","intermediate generation","coal","coal_int_conv pul",1975,"district heat",0
"119","ZJ","subpeak generation","coal","coal_subpeak_conv pul",1975,"district heat",0
"120","ZJ","peak generation","coal","coal_peak_conv pul",1975,"district heat",0
"121","AH","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"122","AH","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"123","AH","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"124","AH","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"125","BJ","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"126","BJ","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"127","BJ","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"128","BJ","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"129","CQ","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"130","CQ","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"131","CQ","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"132","CQ","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"133","FJ","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"134","FJ","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"135","FJ","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"136","FJ","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"137","GD","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"138","GD","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"139","GD","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"140","GD","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"141","GS","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"142","GS","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"143","GS","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"144","GS","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"145","GX","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"146","GX","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"147","GX","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"148","GX","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"149","GZ","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"150","GZ","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"151","GZ","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"152","GZ","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"153","HA","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"154","HA","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"155","HA","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"156","HA","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"157","HB","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"158","HB","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"159","HB","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"160","HB","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"161","HE","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"162","HE","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"163","HE","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"164","HE","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"165","HI","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"166","HI","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"167","HI","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"168","HI","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"169","HL","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"170","HL","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"171","HL","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"172","HL","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"173","HN","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"174","HN","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"175","HN","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"176","HN","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"177","JL","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"178","JL","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"179","JL","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"180","JL","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"181","JS","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"182","JS","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"183","JS","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"184","JS","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"185","JX","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"186","JX","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"187","JX","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"188","JX","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"189","LN","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"190","LN","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"191","LN","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"192","LN","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"193","NM","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"194","NM","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"195","NM","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"196","NM","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"197","NX","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"198","NX","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"199","NX","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"200","NX","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"201","QH","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"202","QH","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"203","QH","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"204","QH","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"205","SC","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"206","SC","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"207","SC","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"208","SC","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"209","SD","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"210","SD","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"211","SD","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"212","SD","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"213","SH","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"214","SH","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"215","SH","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"216","SH","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"217","SN","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"218","SN","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"219","SN","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"220","SN","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"221","SX","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"222","SX","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"223","SX","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"224","SX","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"225","TJ","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"226","TJ","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"227","TJ","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"228","TJ","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"229","XJ","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"230","XJ","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"231","XJ","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"232","XJ","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"233","YN","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"234","YN","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"235","YN","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"236","YN","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"237","ZJ","base load generation","coal","coal_base_conv pul",1990,"district heat",0
"238","ZJ","intermediate generation","coal","coal_int_conv pul",1990,"district heat",0
"239","ZJ","subpeak generation","coal","coal_subpeak_conv pul",1990,"district heat",0
"240","ZJ","peak generation","coal","coal_peak_conv pul",1990,"district heat",0
"241","AH","base load generation","coal","coal_base_conv pul",2005,"district heat",0.171282
"242","AH","intermediate generation","coal","coal_int_conv pul",2005,"district heat",0.171282
"243","AH","subpeak generation","coal","coal_subpeak_conv pul",2005,"district heat",0.171282
"244","AH","peak generation","coal","coal_peak_conv pul",2005,"district heat",0.171282
"245","BJ","base load generation","coal","coal_base_conv pul",2005,"district heat",1.2854768
"246","BJ","intermediate generation","coal","coal_int_conv pul",2005,"district heat",1.2854768
"247","BJ","subpeak generation","coal","coal_subpeak_conv pul",2005,"district heat",1.2854768
"248","BJ","peak generation","coal","coal_peak_conv pul",2005,"district heat",1.2854768
"249","CQ","base load generation","coal","coal_base_conv pul",2005,"district heat",0.190971
"250","CQ","intermediate generation","coal","coal_int_conv pul",2005,"district heat",0.190971
"251","CQ","subpeak generation","coal","coal_subpeak_conv pul",2005,"district heat",0.190971
"252","CQ","peak generation","coal","coal_peak_conv pul",2005,"district heat",0.190971
"253","FJ","base load generation","coal","coal_base_conv pul",2005,"district heat",0.1336203
"254","FJ","intermediate generation","coal","coal_int_conv pul",2005,"district heat",0.1336203
"255","FJ","subpeak generation","coal","coal_subpeak_conv pul",2005,"district heat",0.1336203
"256","FJ","peak generation","coal","coal_peak_conv pul",2005,"district heat",0.1336203
"257","GD","base load generation","coal","coal_base_conv pul",2005,"district heat",0.0639509
"258","GD","intermediate generation","coal","coal_int_conv pul",2005,"district heat",0.0639509
"259","GD","subpeak generation","coal","coal_subpeak_conv pul",2005,"district heat",0.0639509
"260","GD","peak generation","coal","coal_peak_conv pul",2005,"district heat",0.0639509
"261","GS","base load generation","coal","coal_base_conv pul",2005,"district heat",0.4082843
"262","GS","intermediate generation","coal","coal_int_conv pul",2005,"district heat",0.4082843
"263","GS","subpeak generation","coal","coal_subpeak_conv pul",2005,"district heat",0.4082843
"264","GS","peak generation","coal","coal_peak_conv pul",2005,"district heat",0.4082843
"265","GX","base load generation","coal","coal_base_conv pul",2005,"district heat",0.1655157
"266","GX","intermediate generation","coal","coal_int_conv pul",2005,"district heat",0.1655157
"267","GX","subpeak generation","coal","coal_subpeak_conv pul",2005,"district heat",0.1655157
"268","GX","peak generation","coal","coal_peak_conv pul",2005,"district heat",0.1655157
"269","GZ","base load generation","coal","coal_base_conv pul",2005,"district heat",0.0206059
"270","GZ","intermediate generation","coal","coal_int_conv pul",2005,"district heat",0.0206059
"271","GZ","subpeak generation","coal","coal_subpeak_conv pul",2005,"district heat",0.0206059
"272","GZ","peak generation","coal","coal_peak_conv pul",2005,"district heat",0.0206059
"273","HA","base load generation","coal","coal_base_conv pul",2005,"district heat",0.1523569
"274","HA","intermediate generation","coal","coal_int_conv pul",2005,"district heat",0.1523569
"275","HA","subpeak generation","coal","coal_subpeak_conv pul",2005,"district heat",0.1523569
"276","HA","peak generation","coal","coal_peak_conv pul",2005,"district heat",0.1523569
"277","HB","base load generation","coal","coal_base_conv pul",2005,"district heat",0.2105051
"278","HB","intermediate generation","coal","coal_int_conv pul",2005,"district heat",0.2105051
"279","HB","subpeak generation","coal","coal_subpeak_conv pul",2005,"district heat",0.2105051
"280","HB","peak generation","coal","coal_peak_conv pul",2005,"district heat",0.2105051
"281","HE","base load generation","coal","coal_base_conv pul",2005,"district heat",0.2223218
"282","HE","intermediate generation","coal","coal_int_conv pul",2005,"district heat",0.2223218
"283","HE","subpeak generation","coal","coal_subpeak_conv pul",2005,"district heat",0.2223218
"284","HE","peak generation","coal","coal_peak_conv pul",2005,"district heat",0.2223218
"285","HI","base load generation","coal","coal_base_conv pul",2005,"district heat",0.230004
"286","HI","intermediate generation","coal","coal_int_conv pul",2005,"district heat",0.230004
"287","HI","subpeak generation","coal","coal_subpeak_conv pul",2005,"district heat",0.230004
"288","HI","peak generation","coal","coal_peak_conv pul",2005,"district heat",0.230004
"289","HL","base load generation","coal","coal_base_conv pul",2005,"district heat",0.5382425
"290","HL","intermediate generation","coal","coal_int_conv pul",2005,"district heat",0.5382425
"291","HL","subpeak generation","coal","coal_subpeak_conv pul",2005,"district heat",0.5382425
"292","HL","peak generation","coal","coal_peak_conv pul",2005,"district heat",0.5382425
"293","HN","base load generation","coal","coal_base_conv pul",2005,"district heat",0.2882414
"294","HN","intermediate generation","coal","coal_int_conv pul",2005,"district heat",0.2882414
